Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
S3322,16,63.0,52.7,61.1,3.4,0
S3323,18,22.2,29.8,69.2,5.4,0
S3324,17,66.4,66.3,63.4,4.1,1
S3325,15,65.9,61.7,75.7,5.4,1
S3326,16,60.3,55.3,75.0,8.0,1
S3327,17,73.4,75.9,72.1,6.2,1
S3328,17,49.9,38.6,34.7,6.0,1
S3329,16,65.0,49.6,66.5,4.1,1
S3330,18,36.5,46.1,63.7,2.0,1
S3331,16,66.1,54.1,67.0,4.6,1
S3332,16,89.3,58.9,55.9,7.4,1
S3333,15,45.1,64.0,49.1,1.9,1
S3334,15,48.6,53.1,70.6,2.9,0
S3335,18,49.3,45.7,60.7,5.3,1
S3336,17,61.9,81.6,71.9,3.0,1
S3337,16,44.1,91.8,56.9,3.4,1
S3338,18,66.3,60.0,82.0,4.2,1
S3339,15,72.7,47.4,77.0,2.3,1
S3340,16,68.0,78.7,68.6,3.1,1
S3341,17,33.5,37.7,62.4,6.4,1
S3342,15,74.9,53.3,75.2,2.4,1
S3343,15,74.1,48.3,69.7,1.8,1
S3344,15,72.5,41.8,67.9,3.7,0
S3345,18,65.6,54.1,77.5,6.5,1
S3346,17,63.3,45.9,82.1,4.6,1
S3347,16,75.5,58.2,50.0,4.1,1
S3348,18,88.9,58.4,52.4,5.1,1
S3349,18,45.7,49.3,55.6,1.5,1
S3350,18,76.2,52.8,47.0,6.0,1
S3351,15,58.7,54.8,64.2,5.8,1
S3352,17,58.1,69.3,72.2,4.2,0
S3353,18,37.0,55.9,64.7,7.0,1
S3354,16,55.7,69.5,58.6,2.7,0
S3355,17,45.0,66.2,78.5,7.3,0
S3356,16,53.0,66.0,66.7,5.3,0
S3357,17,43.5,77.4,69.1,4.3,0
S3358,16,53.3,42.3,78.9,5.0,0
S3359,15,53.9,51.4,63.5,4.8,1
S3360,18,61.5,82.7,89.7,7.4,1
S3361,16,35.8,54.4,59.6,2.8,0
S3362,17,38.3,18.6,89.0,3.5,1
S3363,18,65.4,55.2,53.3,7.1,1
S3364,18,48.0,59.9,71.2,3.8,1
S3365,17,76.1,21.4,57.3,6.8,0
S3366,16,63.4,76.7,78.4,8.4,1
S3367,15,69.1,48.0,59.3,4.2,1
S3368,15,81.2,62.6,68.5,6.4,1
S3369,16,55.4,54.8,57.2,2.7,1
S3370,18,51.4,40.0,76.2,6.5,1
S3371,18,73.1,43.0,57.1,5.4,0
S3372,18,67.6,44.9,85.2,5.9,1
S3373,18,57.2,73.2,53.0,3.7,1
S3374,16,80.9,55.9,48.9,1.7,1
S3375,18,56.8,50.7,76.4,6.0,1
S3376,17,60.5,44.9,57.9,0.9,1
S3377,18,60.3,74.7,64.9,4.4,1
S3378,15,46.0,78.5,61.1,6.9,1
S3379,18,61.2,74.6,49.2,5.4,1
S3380,16,81.0,64.9,64.1,8.9,0
S3381,15,66.7,62.1,80.2,7.1,1
S3382,16,60.5,41.0,77.0,3.7,1
S3383,16,57.6,54.6,67.8,5.1,1
S3384,15,65.0,48.4,78.3,4.9,1
S3385,16,71.2,32.4,52.3,1.8,0
S3386,16,69.1,72.8,61.1,3.1,1
S3387,18,55.0,48.3,69.7,3.9,0
S3388,17,64.9,74.7,63.4,0.9,1
S3389,16,67.2,70.3,62.0,5.1,1
S3390,16,44.9,65.8,50.6,4.5,1
S3391,16,62.5,66.6,40.0,1.7,1
S3392,18,27.6,49.4,74.8,5.8,1
S3393,17,67.2,84.0,67.9,6.4,1
S3394,15,69.9,58.6,75.8,5.5,1
S3395,18,71.2,62.2,59.8,4.4,1
S3396,18,54.1,48.9,56.4,6.2,0
S3397,17,64.6,45.0,65.1,6.4,1
S3398,17,81.4,64.7,75.3,5.6,1
S3399,18,81.2,61.0,62.2,3.4,1
S3400,15,59.6,46.9,74.6,5.6,1
S3401,18,62.1,37.9,52.9,7.4,0
S3402,17,76.7,40.2,63.1,3.8,1
S3403,15,37.5,74.7,64.2,9.2,1
S3404,17,55.2,49.4,79.7,3.9,1
S3405,15,80.0,53.3,67.5,5.1,0
S3406,16,74.6,78.3,86.0,3.7,1
S3407,17,65.5,42.3,48.8,5.4,0
S3408,17,37.4,47.8,66.6,1.5,1
S3409,18,59.3,47.2,67.2,3.9,0
S3410,17,51.2,80.7,72.4,2.8,1
S3411,17,65.0,85.9,55.2,5.3,1
S3412,16,47.9,68.5,85.2,7.0,0
S3413,17,44.6,69.0,65.2,6.3,1
S3414,16,29.0,49.9,52.0,0.3,1
S3415,16,78.3,85.3,64.8,9.1,1
S3416,16,54.0,61.7,61.2,5.6,0
S3417,16,62.4,69.9,98.4,3.4,1
S3418,15,60.0,56.5,77.6,5.3,1
S3419,18,44.0,54.2,65.6,5.4,0
S3420,15,41.1,81.3,63.7,3.7,1
S3421,17,44.9,65.6,76.4,5.4,1
S3422,15,49.2,78.3,77.0,3.8,1
S3423,15,65.5,61.6,30.1,4.2,0
S3424,17,48.1,46.1,72.7,3.6,1
S3425,17,86.2,49.8,65.3,2.1,1
S3426,17,75.4,59.4,49.3,5.3,1
S3427,15,72.1,49.2,75.6,6.2,1
S3428,15,58.2,42.5,92.0,6.0,1
S3429,17,82.7,74.8,71.7,6.6,1
S3430,18,56.7,50.4,78.2,5.6,1
S3431,18,59.5,59.9,86.6,3.9,0
S3432,16,62.5,62.1,55.0,6.7,0
S3433,17,70.5,49.8,42.7,2.3,0
S3434,16,69.6,78.3,72.9,3.2,1
S3435,18,52.9,42.4,62.0,3.1,1
S3436,16,52.0,61.7,48.5,7.2,1
S3437,17,69.6,61.4,64.1,6.9,0
S3438,17,70.7,57.2,73.7,6.0,1
S3439,17,54.1,39.8,63.2,7.1,0
S3440,15,36.2,70.2,55.6,3.2,1
S3441,16,56.9,68.4,62.3,5.7,1
S3442,18,69.4,48.5,64.8,4.7,1
S3443,18,87.1,67.9,41.8,6.7,1
S3444,18,42.0,63.2,63.3,4.8,1
S3445,15,53.6,40.1,48.9,4.2,1
S3446,15,54.2,46.0,72.9,6.1,1
S3447,17,80.3,73.9,46.3,6.8,1
S3448,18,59.5,62.3,77.2,3.7,1
S3449,15,46.4,50.1,60.1,4.9,0
S3450,17,68.4,46.0,58.5,2.9,1
S3451,18,53.9,50.8,68.5,0.0,1
S3452,16,41.6,51.8,54.6,5.4,1
S3453,17,46.6,46.2,68.3,6.2,0
S3454,15,86.0,33.6,56.2,5.5,1
S3455,15,65.8,74.0,58.3,1.1,0
S3456,17,61.6,71.6,69.9,4.3,1
S3457,17,56.3,40.2,51.3,0.6,1
S3458,15,64.4,59.9,49.8,7.7,1
S3459,16,64.2,45.4,68.0,2.8,1
S3460,18,64.4,54.3,64.7,7.5,1
S3461,16,61.7,53.2,67.0,6.9,1
S3462,17,73.0,52.0,68.9,3.2,1
S3463,16,60.3,86.0,65.7,2.7,1
S3464,15,45.3,51.8,72.3,5.7,0
S3465,17,50.8,46.7,66.2,3.3,0
S3466,18,30.3,47.3,40.9,5.2,0
S3467,15,90.4,72.6,44.0,4.0,0
S3468,15,72.9,34.9,88.1,1.4,1
S3469,18,47.5,47.3,65.0,0.5,1
S3470,18,55.8,78.3,76.4,5.5,1
S3471,16,50.4,61.4,60.9,3.9,1
S3472,17,83.1,60.7,64.3,3.9,1
S3473,18,38.7,87.9,59.6,6.4,1
S3474,18,61.7,61.4,94.6,7.3,1
S3475,17,58.4,48.1,68.0,4.5,1
S3476,18,72.4,54.1,58.6,4.3,1
S3477,18,58.4,42.1,45.2,6.0,1
S3478,16,33.6,75.6,88.7,2.3,1
S3479,15,56.2,66.0,63.0,5.4,0
S3480,15,45.4,73.7,73.9,6.1,1
S3481,15,61.2,75.0,75.3,6.4,1
S3482,15,81.5,52.2,59.4,1.1,1
S3483,18,33.9,44.8,73.1,3.5,1
S3484,17,48.0,57.3,57.8,3.2,0
S3485,17,51.7,45.8,53.1,5.2,0
S3486,16,54.3,60.3,79.0,6.0,1
S3487,16,71.1,73.8,63.1,8.0,1
S3488,18,57.4,55.6,71.2,4.0,1
S3489,17,66.2,60.1,69.9,4.0,1
S3490,17,50.6,56.7,72.7,7.3,1
S3491,15,63.4,69.2,46.3,5.6,1
S3492,18,71.7,48.7,58.0,7.5,1
S3493,18,49.0,27.2,61.1,5.6,1
S3494,15,71.7,64.6,55.0,2.7,0
S3495,18,60.8,71.8,70.1,2.3,0
S3496,18,75.7,64.2,79.2,1.9,1
S3497,16,57.0,49.0,81.1,6.3,1
S3498,17,65.7,42.1,60.9,7.4,1
S3499,18,59.4,64.9,68.5,8.7,0
S3500,16,58.6,60.0,70.3,6.7,1
S3501,17,63.9,56.2,72.5,7.3,0
S3502,15,68.1,83.5,54.5,3.8,1
S3503,16,41.3,44.7,86.8,2.7,0
S3504,16,81.5,82.9,76.1,6.7,1
S3505,17,32.1,58.4,76.4,5.8,0
S3506,15,49.7,32.3,79.4,5.2,0
S3507,16,58.6,55.5,71.4,5.8,0
S3508,18,66.2,71.4,52.7,5.6,0
S3509,18,83.6,52.9,63.3,7.6,1
S3510,18,32.1,37.4,45.2,7.6,0
S3511,15,52.4,55.7,70.0,6.1,0
S3512,16,28.1,46.0,63.0,6.7,0
S3513,18,60.5,64.9,64.5,6.0,1
S3514,15,64.1,68.8,79.4,4.1,1
S3515,18,83.9,43.2,59.5,6.5,1
S3516,17,61.8,48.1,62.0,2.2,0
S3517,16,75.7,68.6,65.3,7.1,1
S3518,16,68.8,46.0,42.9,2.6,1
S3519,15,53.5,42.8,61.8,5.6,1
S3520,15,38.9,41.5,35.2,3.3,0
S3521,16,64.1,62.9,58.0,6.1,1
S3522,18,37.6,62.3,75.3,4.9,1
S3523,18,79.4,48.4,70.4,1.8,1
S3524,17,57.6,58.1,57.9,5.8,0
S3525,18,77.9,79.4,65.5,3.8,0
S3526,15,52.8,44.4,52.1,6.8,1
S3527,15,64.0,30.7,65.0,5.0,1
S3528,18,63.1,64.4,100.0,5.8,1
S3529,15,59.3,56.5,87.1,3.1,1
S3530,16,53.5,48.1,65.6,3.8,0
S3531,16,65.9,67.1,66.9,4.1,1
S3532,18,46.1,69.7,53.2,6.7,0
S3533,16,41.9,27.1,55.4,8.4,1
S3534,16,78.6,48.9,69.3,3.4,1
S3535,17,70.9,90.4,58.7,7.2,1
S3536,17,61.0,66.2,75.8,0.7,1
S3537,16,85.0,67.5,83.8,2.6,1
S3538,18,56.0,74.4,69.0,3.1,0
S3539,17,79.8,58.2,66.2,2.3,1
S3540,15,62.6,69.2,44.8,1.8,1
S3541,15,44.6,68.1,74.0,5.8,1
S3542,15,87.7,65.5,51.3,4.6,1
S3543,18,74.9,53.5,60.0,5.8,0
S3544,16,58.2,60.4,76.5,6.4,1
S3545,15,70.9,49.8,77.4,5.5,1
S3546,18,53.9,58.2,59.4,6.3,0
S3547,17,72.4,41.6,60.1,4.9,0
S3548,16,24.1,46.9,56.6,2.6,1
S3549,17,44.7,54.0,50.6,7.1,0
S3550,18,74.7,44.8,57.4,3.8,1
S3551,15,56.3,50.9,45.6,3.1,1
S3552,15,63.1,55.7,73.2,4.6,1
S3553,18,39.8,63.6,69.7,3.2,0
S3554,15,87.7,71.3,71.7,4.2,1
S3555,16,77.9,51.5,53.5,5.7,1
S3556,18,57.0,76.7,50.7,5.7,1
S3557,17,53.9,71.1,65.6,3.2,0
S3558,18,75.4,65.1,65.8,4.0,1
S3559,16,89.7,60.2,63.2,7.1,1
S3560,16,74.3,62.5,61.5,6.0,1
S3561,18,92.6,74.6,85.5,9.2,1
S3562,18,46.2,75.1,70.1,7.4,1
S3563,15,47.7,76.7,88.6,7.3,1
S3564,16,42.2,58.6,80.2,2.2,1
S3565,18,66.6,65.8,85.4,6.5,0
S3566,18,62.6,76.8,52.1,4.9,1
S3567,16,57.7,49.3,72.1,3.9,1
S3568,18,72.1,53.5,59.8,5.3,1
S3569,15,78.5,58.2,45.0,6.9,1
S3570,16,37.1,70.6,83.0,6.0,0
S3571,15,51.0,70.8,61.5,3.2,1
S3572,15,72.3,54.8,52.3,6.5,1
S3573,15,53.0,36.9,60.0,3.7,1
S3574,15,48.0,61.4,55.4,5.4,1
S3575,16,75.3,45.1,56.7,4.4,1
S3576,15,40.7,37.1,62.3,4.6,0
S3577,15,55.5,40.3,85.8,6.5,0
S3578,18,64.9,62.6,57.0,2.9,1
S3579,16,51.4,77.1,84.9,8.9,1
S3580,16,71.7,58.5,75.2,1.4,1
S3581,17,51.5,61.0,69.8,3.8,0
S3582,16,81.1,74.6,74.0,5.7,1
S3583,16,58.1,36.4,65.2,6.2,1
S3584,17,70.1,65.3,80.4,4.8,1
S3585,16,71.2,57.8,71.8,4.9,1
S3586,16,50.6,65.9,45.0,5.8,1
S3587,16,29.2,51.2,68.6,4.5,0
S3588,16,65.4,46.5,74.4,7.8,0
S3589,17,61.1,60.0,61.5,6.7,1
S3590,16,68.3,81.1,66.5,6.7,1
S3591,16,56.6,70.1,57.6,3.1,1
S3592,17,53.5,50.9,48.5,4.8,0
S3593,18,90.1,39.2,46.4,4.4,1
S3594,15,37.9,34.5,46.6,3.0,0
S3595,18,71.0,76.4,73.0,5.7,1
S3596,17,51.4,44.6,35.1,3.9,0
S3597,15,55.0,53.4,57.0,6.3,1
S3598,17,55.2,76.5,55.8,2.9,1
S3599,17,47.9,35.4,61.6,8.4,0
S3600,16,68.6,78.9,42.7,3.2,1
S3601,15,80.9,54.4,69.8,5.4,1
S3602,16,67.1,41.9,49.7,6.6,1
S3603,15,61.6,54.5,78.6,3.9,1
S3604,17,45.2,47.9,57.5,6.7,1
S3605,17,67.8,64.2,63.9,2.5,1
S3606,18,92.3,48.9,65.0,7.9,1
S3607,15,54.3,31.2,67.9,5.0,1
S3608,16,54.4,54.9,65.4,3.8,0
S3609,18,51.6,39.0,59.9,4.4,1
S3610,18,52.7,60.9,69.1,6.6,1
S3611,18,18.8,41.4,70.6,3.8,1
S3612,16,66.1,51.2,55.8,3.5,0
S3613,18,47.3,60.6,70.1,4.6,0
S3614,16,35.8,55.0,79.3,2.6,1
S3615,18,71.3,61.5,73.5,8.6,0
S3616,16,43.8,67.5,76.2,3.9,1
S3617,17,54.9,41.8,67.1,6.7,1
S3618,17,82.0,57.1,53.8,5.4,1
S3619,17,38.9,11.4,55.3,3.0,0
S3620,17,37.0,61.5,68.8,5.0,1
S3621,17,64.0,53.8,76.3,6.6,1
S3622,18,77.2,44.2,98.4,4.6,1
S3623,18,36.4,62.4,76.8,7.4,1
S3624,18,66.1,74.4,51.0,7.0,1
S3625,16,68.7,51.3,55.8,6.8,1
S3626,16,29.1,44.8,92.3,4.1,1
S3627,16,72.0,60.3,62.4,2.8,1
S3628,16,73.1,39.3,65.6,3.8,1
S3629,17,55.3,48.8,53.5,5.4,0
S3630,17,78.8,75.1,83.8,6.1,1
S3631,17,77.0,58.9,71.0,0.7,1
S3632,15,61.5,31.7,55.7,5.0,1
S3633,18,53.2,32.8,53.1,5.3,0
S3634,16,45.4,60.3,68.7,4.4,0
S3635,16,59.4,70.1,65.5,7.6,1
S3636,17,68.5,35.4,75.0,5.8,1
S3637,16,55.1,64.3,71.6,7.6,1
S3638,16,27.0,76.6,61.8,4.6,1
S3639,18,79.0,84.4,58.5,6.9,1
S3640,17,62.9,62.6,63.1,8.3,1
S3641,18,54.3,65.1,58.4,7.6,1
S3642,15,72.9,28.1,63.4,2.8,0
S3643,15,82.9,87.4,65.2,4.5,1
S3644,15,18.0,49.9,54.2,4.3,1
S3645,17,66.5,44.9,72.6,6.0,1
S3646,16,38.6,54.4,60.6,6.4,0
S3647,17,67.5,79.2,54.9,3.3,1
S3648,17,61.9,88.9,60.8,5.1,1
S3649,16,69.5,59.8,67.9,1.0,1
S3650,18,52.5,72.0,66.0,7.9,1
S3651,15,31.9,58.6,70.1,4.0,1
S3652,18,53.2,43.5,75.8,5.1,0
S3653,15,66.1,78.7,80.7,4.4,1
S3654,17,75.2,49.3,68.4,7.3,0
S3655,15,42.4,79.5,52.2,0.0,1
S3656,17,75.4,76.2,61.8,5.0,1
S3657,18,50.3,66.6,52.9,4.8,1
S3658,17,65.4,83.6,85.4,4.1,1
S3659,18,52.4,89.3,88.8,8.5,0
S3660,16,62.7,55.5,72.8,3.2,1
S3661,16,73.4,46.7,75.3,6.5,0
S3662,16,41.6,31.9,68.0,5.7,0
S3663,17,49.8,89.4,69.4,7.5,0
S3664,16,62.8,51.8,45.8,3.7,1
S3665,15,96.0,73.9,64.1,3.5,1
S3666,18,47.1,47.6,54.4,7.2,1
S3667,18,90.6,79.5,68.4,5.9,1
S3668,15,90.1,48.2,64.3,1.9,1
S3669,17,58.5,41.3,88.4,3.9,1
S3670,17,55.5,55.1,76.0,5.8,1
S3671,18,49.6,50.6,68.4,6.7,1
S3672,16,59.0,66.3,61.8,3.6,1
S3673,17,38.9,57.3,85.1,0.0,1
S3674,17,58.9,66.8,64.6,6.0,1
S3675,15,82.5,53.9,69.0,2.6,1
S3676,15,50.8,48.7,65.5,1.0,1
S3677,16,56.4,49.8,60.2,0.0,1
S3678,17,34.5,86.6,65.4,6.6,0
S3679,17,65.6,61.2,41.5,5.3,1
S3680,15,64.0,30.2,46.4,4.5,0
S3681,17,61.0,50.7,69.2,7.8,0
S3682,18,56.7,59.4,83.8,6.3,1
S3683,15,55.6,83.8,69.2,8.2,1
S3684,16,67.5,72.4,56.4,2.2,1
S3685,15,59.6,45.1,47.7,4.9,1
S3686,17,64.7,91.9,74.4,1.8,1
S3687,16,63.2,57.6,58.2,4.5,0
S3688,15,76.9,75.4,72.7,4.5,1
S3689,18,70.2,41.8,69.7,6.3,1
S3690,18,62.9,24.4,70.7,5.1,0
S3691,15,82.8,38.3,65.4,6.2,1
S3692,18,66.3,12.5,69.6,6.4,1
S3693,18,79.6,87.6,63.6,9.3,0
S3694,18,69.1,61.0,57.4,4.4,1
S3695,16,32.4,45.1,53.4,3.1,0
S3696,18,79.6,64.3,36.4,5.5,0
S3697,18,62.0,60.7,62.8,3.4,1
S3698,18,59.2,66.7,83.2,8.0,1
S3699,16,64.2,74.9,73.8,4.4,1
S3700,15,54.8,53.9,67.7,3.9,0
S3701,17,63.4,45.7,56.2,4.1,0
S3702,18,51.1,69.6,77.0,6.4,1
S3703,15,79.1,69.2,63.6,4.7,1
S3704,18,58.3,59.4,83.9,3.7,1
S3705,16,54.3,88.5,53.2,8.3,0
S3706,15,46.1,51.9,56.0,3.3,0
S3707,16,64.0,45.4,54.8,5.1,1
S3708,18,62.8,63.9,47.2,6.3,1
S3709,18,65.8,48.6,53.8,1.7,0
S3710,16,44.6,64.9,66.2,6.0,1
S3711,17,36.0,46.3,56.5,2.9,1
S3712,16,69.4,52.4,18.7,6.6,0
S3713,18,82.3,84.5,77.9,3.1,1
S3714,16,44.6,52.3,44.8,6.4,0
S3715,17,83.8,46.8,72.1,7.2,1
S3716,16,64.3,74.4,65.4,6.7,1
S3717,17,59.9,43.3,90.4,5.5,1
S3718,17,54.0,48.3,77.0,4.5,0
S3719,16,39.2,66.1,58.9,3.8,0
S3720,16,74.8,71.1,56.6,7.9,1
S3721,15,48.4,75.1,83.0,3.6,1
S3722,18,48.3,47.5,47.3,2.9,0
S3723,17,74.9,66.3,67.3,6.3,1
S3724,15,31.8,51.5,63.4,3.4,1
S3725,16,37.1,49.5,60.9,3.1,0
S3726,18,59.7,74.8,69.2,2.1,0
S3727,15,64.4,50.3,67.3,4.0,1
S3728,17,67.3,61.9,70.5,4.8,1
S3729,15,55.5,60.2,66.7,5.5,1
S3730,17,98.0,43.0,70.0,6.9,1
S3731,16,56.6,71.5,66.1,6.1,1
S3732,18,56.5,65.8,57.1,4.6,1
S3733,18,48.0,30.2,65.0,4.6,1
S3734,18,61.9,61.9,56.4,6.0,0
S3735,16,69.2,47.2,55.6,7.5,1
S3736,17,78.1,73.4,61.0,5.3,1
S3737,16,37.7,37.8,63.6,4.1,0
S3738,18,56.3,53.0,65.4,3.0,1
S3739,16,66.7,63.1,76.0,2.1,1
S3740,16,68.8,58.8,59.0,6.3,0
S3741,16,60.1,68.7,67.4,6.2,1
S3742,17,68.1,36.7,66.4,6.2,0
S3743,15,47.9,81.1,57.7,4.7,1
S3744,15,83.4,65.4,65.9,7.8,1
S3745,16,74.9,77.0,77.0,4.0,1
S3746,15,39.8,70.2,67.2,6.9,1
S3747,15,43.9,57.8,67.7,4.9,0
S3748,16,44.3,40.0,56.5,3.8,0
S3749,16,70.2,50.1,88.6,6.2,1
S3750,18,40.7,80.3,57.2,5.8,1
S3751,15,55.0,77.4,45.0,5.7,1
S3752,17,66.8,49.3,75.3,5.2,0
S3753,16,59.0,18.5,63.6,4.9,1
S3754,18,63.9,55.0,61.4,9.8,0
S3755,17,44.0,54.0,58.5,7.4,0
S3756,15,68.9,54.5,87.5,6.4,1
S3757,18,50.8,65.4,69.3,5.2,1
S3758,16,55.1,70.3,71.6,7.0,1
S3759,17,63.6,71.9,67.0,6.0,1
S3760,16,61.5,64.2,68.2,5.1,1
S3761,15,60.4,32.8,81.8,4.4,1
S3762,17,48.7,53.2,62.0,4.8,1
S3763,15,55.5,90.3,47.5,0.0,1
S3764,15,60.0,63.2,75.4,5.4,1
S3765,18,39.4,63.1,71.0,4.0,1
S3766,16,53.1,63.0,66.3,8.2,1
S3767,17,65.8,63.8,70.6,5.0,1
S3768,15,40.8,24.6,60.6,2.6,0
S3769,15,77.3,54.6,65.2,4.9,1
S3770,17,79.0,57.5,63.4,2.9,1
S3771,15,41.3,75.9,57.9,5.9,1
S3772,18,80.4,58.7,79.3,5.6,0
S3773,18,57.8,34.9,48.1,6.9,1
S3774,18,66.3,64.0,93.3,3.4,0
S3775,18,52.6,46.7,75.5,5.1,0
S3776,15,73.8,41.0,43.7,2.3,0
S3777,17,66.1,46.3,62.3,6.4,0
S3778,17,47.8,65.6,63.0,6.0,1
S3779,17,42.5,75.6,69.7,6.0,1
S3780,17,38.1,64.8,53.1,5.0,1
S3781,16,62.8,66.8,65.4,5.8,1
S3782,17,68.6,64.6,63.5,8.2,1
S3783,16,69.8,59.4,56.1,4.4,1
S3784,16,58.2,67.8,54.5,5.3,1
S3785,18,42.6,24.1,76.0,2.8,1
S3786,16,49.8,59.6,44.6,3.3,1
S3787,15,77.3,43.4,70.7,5.2,1
S3788,16,52.7,74.3,74.6,7.2,0
S3789,18,62.2,55.9,62.4,4.5,1
S3790,16,43.9,58.4,65.6,4.5,1
S3791,15,65.0,36.9,79.0,4.2,1
S3792,15,53.1,72.2,56.5,3.9,0
S3793,15,75.7,66.8,57.8,5.6,1
S3794,18,71.6,65.8,59.1,2.0,0
S3795,18,52.6,46.6,79.0,7.6,1
S3796,17,58.1,47.2,80.5,3.7,1
S3797,18,51.7,61.1,48.2,6.4,0
S3798,15,38.7,48.3,77.1,2.5,0
S3799,15,47.1,64.1,74.8,6.3,1
S3800,18,63.0,27.7,83.6,6.3,1
S3801,16,64.9,51.2,69.6,5.8,1
S3802,18,62.2,83.2,64.5,3.0,1
S3803,18,55.5,64.2,78.7,5.5,1
S3804,15,74.0,60.3,73.4,2.6,1
S3805,17,61.0,85.8,91.9,4.5,1
S3806,15,70.5,25.3,76.5,7.1,0
S3807,17,33.4,46.6,66.8,6.6,1
S3808,15,1.2,52.4,50.9,5.0,0
S3809,18,64.3,70.0,58.0,3.1,1
S3810,15,38.6,70.3,47.8,6.3,1
S3811,15,56.8,45.9,62.4,5.0,0
S3812,15,55.5,72.0,76.1,0.4,1
S3813,18,83.8,52.4,65.0,6.6,0
S3814,18,66.0,75.0,77.3,5.0,1
S3815,18,62.5,43.5,69.1,7.4,1
S3816,18,72.6,56.3,60.2,2.8,0
S3817,17,65.5,51.1,66.1,0.0,0
S3818,17,53.1,72.8,70.7,5.6,1
S3819,16,76.1,50.7,66.7,5.6,1
S3820,18,43.4,57.4,66.8,1.6,1
S3821,17,64.8,65.1,55.8,3.0,1
S3822,15,36.8,65.6,59.8,10.5,0
S3823,18,63.1,70.4,92.1,4.4,1
S3824,16,62.9,61.0,79.7,6.5,1
S3825,16,85.1,52.1,47.3,3.7,1
S3826,16,36.5,53.1,36.6,0.8,0
S3827,15,51.0,58.4,65.9,4.7,0
S3828,17,72.3,61.5,75.7,4.5,1
S3829,15,65.0,55.9,58.8,4.2,1
S3830,18,62.7,58.3,77.3,4.8,0
S3831,16,45.7,36.8,65.7,5.5,0
S3832,15,51.1,67.3,63.0,4.7,1
S3833,15,78.7,60.5,74.1,2.5,1
S3834,17,59.2,72.0,58.6,6.0,1
S3835,17,65.6,58.0,61.6,1.1,1
S3836,16,58.3,33.7,73.0,0.9,0
S3837,15,42.3,53.0,64.6,6.5,1
S3838,15,74.0,55.2,87.9,6.0,1
S3839,17,67.5,68.4,73.3,4.9,1
S3840,15,94.6,29.0,72.5,2.2,1
S3841,15,44.8,58.6,64.4,3.6,1
S3842,15,72.3,65.2,75.5,4.5,1
S3843,17,40.3,48.7,61.1,1.8,1
S3844,16,62.4,59.0,68.4,3.5,1
S3845,18,74.6,49.2,54.0,6.3,1
S3846,16,28.9,47.8,77.5,7.9,0
S3847,18,56.9,52.3,68.5,4.2,1
S3848,15,51.6,48.1,88.8,6.5,1
S3849,16,49.5,67.6,93.7,1.2,1
S3850,18,65.8,47.7,74.2,6.3,1
S3851,17,76.8,45.4,65.8,3.4,1
S3852,17,58.0,82.8,53.6,5.6,1
S3853,16,63.1,71.5,75.9,4.5,1
S3854,16,61.7,31.9,67.5,7.6,1
S3855,15,60.0,47.3,71.5,3.3,1
S3856,16,43.7,61.4,85.8,6.3,1
S3857,15,76.6,62.5,55.1,4.4,0
S3858,15,64.4,37.1,53.9,4.7,1
S3859,17,65.9,74.2,62.2,4.6,1
S3860,17,47.9,69.6,74.9,3.3,0
S3861,18,53.1,64.7,71.7,5.0,1
S3862,17,57.4,77.0,54.3,4.9,1
S3863,17,37.0,64.3,74.1,5.5,1
S3864,16,34.7,64.3,50.6,5.2,1
S3865,17,51.0,79.8,54.9,6.6,1
S3866,18,67.8,73.4,63.6,6.8,1
S3867,16,50.2,46.2,58.4,2.9,0
S3868,18,44.7,66.9,75.7,6.7,0
S3869,17,47.8,48.7,68.4,2.6,0
S3870,18,53.2,65.1,86.2,6.2,1
S3871,16,54.7,64.7,62.0,6.2,1
S3872,15,92.5,38.6,63.5,1.2,0
S3873,18,75.8,56.3,79.5,5.2,1
S3874,18,75.4,61.7,63.9,4.1,1
S3875,16,77.5,51.9,82.9,3.5,1
S3876,16,45.0,62.4,71.5,7.7,0
S3877,18,41.7,69.3,36.8,3.7,0
S3878,17,43.4,57.6,79.1,3.4,1
S3879,18,80.0,61.1,76.0,5.2,1
S3880,16,51.8,77.4,76.4,6.4,1
S3881,15,41.2,64.6,42.1,4.7,0
S3882,15,53.5,60.8,57.0,7.3,1
S3883,17,56.4,44.6,57.9,6.1,0
S3884,18,64.0,67.4,54.9,0.6,1
S3885,15,63.8,62.6,85.9,3.9,1
S3886,18,47.6,76.0,64.9,3.9,1
S3887,16,70.3,58.7,64.6,6.0,1
S3888,15,50.4,32.6,71.6,0.0,1
S3889,17,57.7,34.2,71.8,10.1,0
S3890,16,70.3,68.3,25.0,6.1,0
S3891,17,50.4,50.0,57.2,5.3,1
S3892,16,51.5,64.1,48.0,7.4,1
S3893,15,68.9,59.6,69.8,9.7,0
S3894,17,47.1,55.7,61.5,6.7,1
S3895,17,54.2,56.7,65.2,6.9,1
S3896,16,68.3,45.9,40.1,5.3,0
S3897,17,90.8,57.8,61.3,4.7,1
S3898,16,69.1,49.8,78.4,4.0,1
S3899,16,67.1,52.8,81.9,3.3,0
S3900,16,68.0,53.5,73.6,3.6,1
S3901,16,43.9,54.8,49.0,2.3,0
S3902,15,61.7,70.9,80.1,4.8,1
